Lead_ID,Lead_Source,Region,Industry,Company_Size,Sales_Agent,Number_of_Calls,Number_of_Emails,Last_Interaction_Days,Contacted,Response,Converted,Deal_Value,Date_Created
LEAD_0948,Referral,North,Education,Enterprise,Neha,1.0,9.0,29,No,Negative,0,0.0,2024-06-06
LEAD_0949,Website,West,Finance,Large,Amit,5.0,1.0,1,Yes,No Response,0,0.0,2025-12-10
LEAD_0950,Referral,East,Education,Small,Sneha,5.0,8.0,126,No,Negative,1,35736.74,2024-08-23
LEAD_0951,LinkedIn,North,Education,Medium,Rahul,11.0,23.0,93,No,Positive,0,0.0,2025-01-02
LEAD_0952,Referral,North,Technology,Medium,Neha,19.0,3.0,11,Yes,Positive,1,35454.83,2025-07-11
LEAD_0953,LinkedIn,Central,Education,Large,Rahul,15.0,24.0,52,Yes,Positive,1,139197.59,2025-03-26
LEAD_0954,Referral,Central,Healthcare,Large,Rahul,14.0,20.0,31,No,Positive,0,0.0,2024-06-05
LEAD_0955,Email Campaign,Central,Technology,Medium,Vikram,8.0,22.0,34,No,Positive,0,0.0,2025-10-08
LEAD_0956,Cold Call,West,Retail,Small,Priya,14.0,24.0,131,No,No Response,1,13815.04,2025-11-15
LEAD_0957,Website,South,Finance,Small,Priya,18.0,6.0,152,Yes,No Response,1,63123.1,2024-07-25
LEAD_0958,Email Campaign,East,Healthcare,Medium,Rahul,8.0,17.0,31,Yes,Positive,0,0.0,2026-01-04
LEAD_0959,Cold Call,East,Technology,Medium,Rahul,4.0,8.0,14,Yes,,0,0.0,2025-11-23
LEAD_0960,LinkedIn,East,Education,Large,Rahul,2.0,30.0,141,No,No Response,0,0.0,2024-12-14
LEAD_0961,Email Campaign,East,Healthcare,Small,Neha,0.0,26.0,92,Yes,No Response,0,0.0,2024-10-19
LEAD_0962,LinkedIn,Central,Education,Small,Neha,12.0,30.0,168,No,No Response,1,30626.61,2026-02-20
LEAD_0963,Email Campaign,South,Retail,Medium,Rahul,8.0,6.0,149,No,Positive,0,0.0,2025-11-09
LEAD_0964,Referral,East,Finance,Enterprise,Amit,15.0,5.0,118,Yes,Positive,0,0.0,2024-06-16
LEAD_0965,Referral,South,Healthcare,Small,Rahul,5.0,28.0,46,No,No Response,0,0.0,2026-01-07
LEAD_0966,LinkedIn,South,Technology,Enterprise,Priya,14.0,29.0,166,No,Positive,0,0.0,2024-08-17
LEAD_0967,LinkedIn,Central,Technology,Enterprise,Sneha,0.0,3.0,4,Yes,Positive,1,24907.24,2025-02-16
LEAD_0968,LinkedIn,East,Finance,Small,Amit,3.0,17.0,87,Yes,Positive,0,0.0,2025-02-04
LEAD_0969,Email Campaign,West,Finance,Large,Rahul,15.0,4.0,63,Yes,No Response,0,0.0,2024-12-04
LEAD_0970,LinkedIn,North,Technology,Small,Vikram,9.0,3.0,131,No,Positive,1,95985.45,2026-04-16
LEAD_0971,Cold Call,North,Finance,Enterprise,Sneha,4.0,11.0,168,No,Positive,0,0.0,2024-05-10
LEAD_0972,LinkedIn,West,Finance,Small,Priya,3.0,,73,No,Positive,1,104240.53,2024-06-11
LEAD_0973,LinkedIn,East,Technology,Small,Vikram,4.0,5.0,110,No,No Response,0,0.0,2026-04-06
LEAD_0974,Referral,South,Healthcare,Large,Rahul,3.0,8.0,128,No,Negative,0,0.0,2024-06-15
LEAD_0975,LinkedIn,North,Finance,Medium,Rahul,4.0,12.0,115,No,Positive,1,108139.47,2025-08-06
LEAD_0976,Referral,East,Finance,Small,Rahul,4.0,5.0,99,No,,0,0.0,2025-02-28
LEAD_0977,Referral,West,Education,Large,Priya,20.0,29.0,63,No,Negative,0,0.0,2024-08-04
LEAD_0978,Email Campaign,Central,Retail,Medium,Sneha,2.0,18.0,108,Yes,No Response,0,0.0,2025-05-21
LEAD_0979,Website,North,Finance,Small,Rahul,17.0,15.0,35,Yes,Positive,0,0.0,2024-06-09
LEAD_0980,Cold Call,East,Retail,Medium,Vikram,13.0,7.0,54,Yes,Positive,1,57324.49,2025-06-25
LEAD_0981,Cold Call,West,Technology,Enterprise,Rahul,1.0,22.0,28,Yes,Negative,1,21999.19,2024-08-09
LEAD_0982,LinkedIn,South,Healthcare,Medium,Amit,7.0,2.0,4,No,Positive,1,131219.16,2024-10-07
LEAD_0983,Cold Call,Central,Healthcare,Enterprise,Sneha,,14.0,166,Yes,Negative,1,73115.89,2025-03-15
LEAD_0984,LinkedIn,North,Education,Medium,Vikram,5.0,0.0,102,No,No Response,0,0.0,2025-02-22
LEAD_0985,Website,Central,Education,Large,Neha,7.0,13.0,41,No,Positive,1,70872.99,2025-10-20
LEAD_0986,Cold Call,South,Retail,Small,Priya,12.0,5.0,144,Yes,No Response,0,0.0,2025-04-18
LEAD_0987,Website,West,Retail,Medium,Amit,11.0,20.0,109,Yes,Negative,0,0.0,2025-08-21
LEAD_0988,LinkedIn,East,Education,Large,Amit,7.0,9.0,42,Yes,Positive,0,0.0,2026-02-01
LEAD_0989,LinkedIn,East,Finance,Medium,Neha,1.0,7.0,69,Yes,No Response,0,0.0,2025-10-06
LEAD_0990,Email Campaign,West,Technology,Small,Rahul,2.0,30.0,80,Yes,Negative,0,0.0,2024-05-18
LEAD_0991,Email Campaign,South,Healthcare,Enterprise,Neha,11.0,4.0,180,Yes,Negative,1,144017.16,2025-01-22
LEAD_0992,Email Campaign,North,Education,Medium,Amit,18.0,25.0,98,No,No Response,0,0.0,2025-09-18
LEAD_0993,Cold Call,South,Retail,Small,Neha,2.0,30.0,60,Yes,No Response,1,10424.2,2025-08-22
LEAD_0994,Cold Call,Central,Education,Large,Sneha,4.0,10.0,75,No,No Response,1,116479.73,2024-12-11
LEAD_0995,Referral,South,Finance,Small,Priya,18.0,20.0,128,Yes,Positive,1,67480.71,2025-07-22
LEAD_0996,Website,Central,Technology,Enterprise,Amit,14.0,10.0,44,No,Positive,0,0.0,2026-03-08
LEAD_0997,Email Campaign,East,Healthcare,Small,Amit,5.0,22.0,118,No,Negative,0,0.0,2024-05-10
LEAD_0998,Referral,South,Technology,Enterprise,Amit,11.0,27.0,74,No,Negative,1,115656.22,2025-12-02
LEAD_0999,Cold Call,West,Healthcare,Large,Rahul,2.0,21.0,106,No,Negative,1,137985.32,2025-03-13
LEAD_1000,LinkedIn,Central,Technology,Medium,Neha,17.0,0.0,40,Yes,Negative,1,148730.98,2024-09-18
LEAD_0522,LinkedIn,East,Finance,Medium,Priya,17.0,16.0,67,No,No Response,0,0.0,2026-01-12
LEAD_0738,Email Campaign,South,Retail,Enterprise,Sneha,15.0,8.0,145,No,Positive,1,125647.67,2025-04-04
LEAD_0741,Cold Call,East,Finance,Enterprise,Rahul,18.0,1.0,142,Yes,Positive,0,0.0,2026-03-06
LEAD_0661,Website,West,Technology,Large,Sneha,5.0,15.0,177,Yes,Positive,1,27333.48,2025-02-17
LEAD_0412,Website,North,Education,Large,Vikram,16.0,,125,Yes,Negative,0,0.0,2024-12-07
LEAD_0679,Referral,South,Technology,Enterprise,Neha,11.0,5.0,4,No,No Response,0,0.0,2025-04-13
LEAD_0627,Referral,South,Technology,Enterprise,Vikram,15.0,1.0,112,Yes,Positive,1,131133.51,2024-12-12
LEAD_0514,Website,Central,Technology,Large,Vikram,18.0,4.0,84,Yes,Positive,1,60460.61,2025-01-18
LEAD_0860,Email Campaign,South,Education,Enterprise,Sneha,3.0,7.0,55,Yes,Negative,0,0.0,2024-09-10
LEAD_0137,Cold Call,South,Technology,Medium,Rahul,6.0,5.0,155,Yes,No Response,0,0.0,2025-05-10
LEAD_0812,Website,West,Retail,Small,Vikram,13.0,7.0,154,Yes,Negative,1,86092.42,2025-12-08
LEAD_0077,Website,North,Finance,Medium,Priya,17.0,2.0,41,Yes,Negative,0,0.0,2025-06-04
LEAD_0637,Email Campaign,Central,Education,Medium,Neha,2.0,19.0,86,Yes,No Response,1,106217.97,2024-06-16
LEAD_0974,Referral,South,Healthcare,Large,Rahul,3.0,8.0,128,No,Negative,0,0.0,2024-06-15
LEAD_0939,Referral,West,Finance,Medium,Rahul,13.0,0.0,92,Yes,Positive,1,20760.77,2025-02-03
LEAD_0900,Email Campaign,South,Retail,Enterprise,Rahul,11.0,25.0,174,Yes,No Response,0,0.0,2025-10-30
LEAD_0281,Website,East,Retail,Enterprise,Rahul,18.0,0.0,24,No,,0,0.0,2026-03-15
LEAD_0884,Referral,East,Retail,Medium,Priya,11.0,5.0,35,Yes,Negative,0,0.0,2025-05-05
LEAD_0762,Cold Call,West,Retail,Small,Priya,15.0,10.0,74,Yes,Positive,1,22832.6,2025-09-09
LEAD_0320,Referral,South,Retail,Medium,Neha,16.0,7.0,162,Yes,Negative,0,0.0,2024-05-15
