Lead_ID,Lead_Source,Region,Industry,Company_Size,Sales_Agent,Number_of_Calls,Number_of_Emails,Last_Interaction_Days,Contacted,Response,Converted,Deal_Value,Date_Created,Engagement_Score,Recency,Lead_Age_Days
LEAD_0805,LinkedIn,East,Retail,Enterprise,Rahul,3.0,21.0,133,No,Negative,1,97940.11,2024-08-14,37.5,Cold,630
LEAD_0806,LinkedIn,South,Technology,Large,Sneha,17.0,14.0,81,Yes,Negative,0,0.0,2024-06-25,55.0,Warm,680
LEAD_0807,LinkedIn,Central,Technology,Medium,Neha,13.0,30.0,20,Yes,Positive,0,0.0,2024-09-27,71.0,Hot,586
LEAD_0808,Website,North,Technology,Small,Sneha,13.0,25.0,7,No,Negative,0,0.0,2025-10-30,63.5,Hot,188
LEAD_0809,Referral,South,Healthcare,Small,Rahul,16.0,25.0,61,Yes,No Response,0,0.0,2026-02-26,69.5,Warm,69
LEAD_0810,LinkedIn,West,Education,Small,Amit,1.0,29.0,9,No,Negative,0,0.0,2024-07-06,45.5,Hot,669
LEAD_0811,Cold Call,North,Retail,Small,Rahul,19.0,20.0,111,Yes,Positive,1,105537.73,2024-10-03,68.0,Cold,580
LEAD_0812,Website,West,Retail,Small,Vikram,13.0,7.0,154,Yes,Negative,1,86092.42,2025-12-08,36.5,Cold,149
LEAD_0813,Referral,Central,Education,Small,Rahul,20.0,30.0,173,Yes,Negative,0,0.0,2025-12-15,85.0,Cold,142
LEAD_0814,Email Campaign,South,Technology,Small,Amit,19.0,22.0,18,Yes,No Response,0,0.0,2025-01-12,71.0,Hot,479
LEAD_0815,Email Campaign,East,Healthcare,Enterprise,Sneha,19.0,14.0,48,Yes,Positive,0,0.0,2024-08-07,59.0,Warm,637
LEAD_0816,Website,Central,Retail,Large,Rahul,18.0,28.0,139,Yes,Positive,1,13771.22,2024-09-03,78.0,Cold,610
LEAD_0817,Email Campaign,East,Healthcare,Large,Amit,16.0,18.0,169,Yes,Positive,0,0.0,2025-01-16,59.0,Cold,475
LEAD_0818,Email Campaign,North,Retail,Large,Priya,6.0,20.0,52,Yes,Negative,0,0.0,2025-10-06,42.0,Warm,212
LEAD_0819,Referral,West,Education,Large,Vikram,18.0,30.0,86,No,Negative,0,0.0,2025-05-18,81.0,Warm,353
LEAD_0820,LinkedIn,West,Technology,Enterprise,Priya,0.0,20.0,58,Yes,Negative,0,0.0,2024-12-08,30.0,Warm,514
LEAD_0821,Cold Call,West,Healthcare,Enterprise,Priya,12.0,5.0,2,No,Positive,0,0.0,2024-06-12,31.5,Hot,693
LEAD_0822,LinkedIn,Central,Technology,Medium,Rahul,14.0,6.0,162,No,Positive,0,0.0,2025-01-25,37.0,Cold,466
LEAD_0823,Website,South,Finance,Large,Neha,5.0,10.0,142,Yes,Positive,1,33872.82,2025-06-20,25.0,Cold,320
LEAD_0824,Cold Call,East,Technology,Small,Neha,4.0,12.0,168,Yes,Negative,0,0.0,2024-12-27,26.0,Cold,495
LEAD_0825,Cold Call,East,Healthcare,Medium,Vikram,19.0,28.0,112,Yes,Positive,1,49235.49,2025-10-04,80.0,Cold,214
LEAD_0826,Cold Call,South,Finance,Enterprise,Neha,11.0,10.0,154,No,No Response,0,0.0,2026-01-02,37.0,Cold,124
LEAD_0827,LinkedIn,Central,Education,Medium,Vikram,9.0,25.0,39,No,Positive,0,0.0,2025-09-23,55.5,Warm,225
LEAD_0828,Website,South,Education,Enterprise,Priya,2.0,25.0,121,Yes,No Response,0,0.0,2026-02-17,41.5,Cold,78
LEAD_0829,Email Campaign,East,Retail,Enterprise,Priya,10.0,22.0,96,No,No Response,0,0.0,2025-09-10,53.0,Cold,238
LEAD_0830,Email Campaign,West,Education,Small,Priya,7.0,28.0,52,No,Positive,1,73694.93,2025-03-18,56.0,Warm,414
LEAD_0831,Website,West,Retail,Medium,Rahul,8.0,17.0,22,Yes,Positive,0,0.0,2024-07-19,41.5,Hot,656
LEAD_0832,Email Campaign,East,Finance,Small,Sneha,16.0,19.0,87,No,Negative,0,0.0,2025-06-22,60.5,Warm,318
LEAD_0833,Referral,East,Retail,Large,Rahul,12.0,0.0,46,No,Positive,0,0.0,2024-06-25,24.0,Warm,680
LEAD_0834,LinkedIn,East,Technology,Large,Vikram,16.0,17.0,165,Yes,Negative,0,0.0,2024-08-07,57.5,Cold,637
LEAD_0835,LinkedIn,East,Technology,Medium,Rahul,6.0,21.0,85,No,Negative,1,19269.32,2024-12-05,43.5,Warm,517
LEAD_0836,Website,South,Education,Medium,Neha,17.0,29.0,67,Yes,Negative,1,116430.01,2025-11-30,77.5,Warm,157
LEAD_0837,Website,West,Retail,Small,Sneha,20.0,16.0,39,No,Positive,0,0.0,2025-06-18,64.0,Warm,322
LEAD_0838,Cold Call,West,Finance,Enterprise,Neha,0.0,10.0,22,No,Positive,0,0.0,2026-02-22,15.0,Hot,73
LEAD_0839,Referral,South,Retail,Enterprise,Vikram,0.0,11.0,36,Yes,Negative,0,0.0,2025-04-25,16.5,Warm,376
LEAD_0840,Website,East,Finance,Enterprise,Sneha,12.0,24.0,177,No,Negative,1,6403.77,2025-10-17,60.0,Cold,201
LEAD_0841,Email Campaign,North,Finance,Medium,Rahul,18.0,20.0,155,No,Negative,0,0.0,2024-05-20,66.0,Cold,716
LEAD_0842,Referral,North,Education,Enterprise,Priya,15.0,3.0,85,No,No Response,0,0.0,2025-05-31,34.5,Warm,340
LEAD_0843,LinkedIn,Central,Finance,Small,Neha,19.0,15.0,7,Yes,Positive,1,18520.02,2025-08-07,60.5,Hot,272
LEAD_0844,Referral,East,Finance,Medium,Rahul,16.0,2.0,117,Yes,Negative,0,0.0,2025-11-08,35.0,Cold,179
LEAD_0845,Cold Call,East,Retail,Enterprise,Priya,3.0,4.0,138,No,Negative,0,0.0,2024-05-22,12.0,Cold,714
LEAD_0846,Cold Call,South,Finance,Large,Sneha,15.0,5.0,155,No,No Response,1,61403.97,2025-03-26,37.5,Cold,406
LEAD_0847,Referral,East,Finance,Small,Priya,14.0,2.0,103,Yes,No Response,0,0.0,2024-06-25,31.0,Cold,680
LEAD_0848,Email Campaign,West,Retail,Enterprise,Vikram,1.0,23.0,24,No,No Response,0,0.0,2026-01-04,36.5,Hot,122
LEAD_0849,Website,West,Education,Medium,Sneha,7.0,5.0,159,No,Negative,1,71164.46,2026-01-24,21.5,Cold,102
LEAD_0850,Cold Call,Central,Technology,Enterprise,Neha,1.0,7.0,41,No,No Response,0,0.0,2024-05-14,12.5,Warm,722
LEAD_0851,LinkedIn,South,Retail,Enterprise,Vikram,3.0,11.0,20,Yes,No Response,0,0.0,2026-03-05,22.5,Hot,62
LEAD_0852,Referral,South,Healthcare,Medium,Vikram,1.0,14.0,7,Yes,No Response,1,52271.9,2026-02-17,23.0,Hot,78
LEAD_0853,Referral,East,Retail,Medium,Sneha,1.0,0.0,65,Yes,No Response,1,113711.74,2024-08-01,2.0,Warm,643
LEAD_0854,Referral,West,Retail,Small,Amit,17.0,21.0,63,No,Positive,1,52431.0,2026-02-24,65.5,Warm,71
LEAD_0855,Website,South,Finance,Small,Vikram,3.0,5.0,76,Yes,No Response,0,0.0,2024-05-09,13.5,Warm,727
LEAD_0856,LinkedIn,East,Finance,Enterprise,Rahul,5.0,6.0,9,Yes,Negative,1,29425.74,2025-10-10,19.0,Hot,208
LEAD_0857,Email Campaign,North,Retail,Large,Sneha,1.0,19.0,2,Yes,Negative,1,126292.67,2026-02-27,30.5,Hot,68
LEAD_0858,Website,South,Finance,Small,Amit,13.0,0.0,4,No,Positive,1,139678.98,2025-12-26,26.0,Hot,131
LEAD_0859,LinkedIn,South,Finance,Small,Sneha,16.0,3.0,84,No,No Response,1,14159.87,2024-05-17,36.5,Warm,719
LEAD_0860,Email Campaign,South,Education,Enterprise,Sneha,3.0,7.0,55,Yes,Negative,0,0.0,2024-09-10,16.5,Warm,603
LEAD_0861,LinkedIn,West,Healthcare,Small,Sneha,6.0,14.0,57,Yes,No Response,0,0.0,2025-11-08,33.0,Warm,179
LEAD_0862,Website,North,Technology,Medium,Sneha,9.0,24.0,154,No,Positive,1,99242.02,2025-08-03,54.0,Cold,276
LEAD_0863,Email Campaign,South,Healthcare,Small,Vikram,10.0,20.0,179,No,No Response,1,119732.67,2024-07-31,50.0,Cold,644
LEAD_0864,Cold Call,East,Finance,Large,Neha,15.0,2.0,86,Yes,No Response,1,116853.93,2024-08-30,33.0,Warm,614
LEAD_0865,Email Campaign,South,Education,Small,Priya,0.0,19.0,32,No,Positive,1,70092.18,2025-04-21,28.5,Warm,380
LEAD_0866,Email Campaign,North,Technology,Medium,Rahul,15.0,9.0,52,Yes,Negative,1,114800.63,2024-05-20,43.5,Warm,716
LEAD_0867,LinkedIn,South,Education,Enterprise,Neha,10.0,4.0,72,No,No Response,0,0.0,2025-01-17,26.0,Warm,474
LEAD_0868,Referral,East,Technology,Medium,Neha,10.0,10.0,63,Yes,No Response,1,10743.08,2025-01-21,35.0,Warm,470
LEAD_0869,Cold Call,South,Education,Enterprise,Vikram,10.0,5.0,114,Yes,Positive,0,0.0,2025-07-23,27.5,Cold,287
LEAD_0870,Cold Call,North,Finance,Medium,Priya,2.0,5.0,152,Yes,Positive,1,15147.81,2024-10-06,11.5,Cold,577
LEAD_0871,Referral,West,Healthcare,Medium,Neha,6.0,7.0,109,Yes,No Response,0,0.0,2025-02-22,22.5,Cold,438
LEAD_0872,Website,Central,Retail,Medium,Rahul,15.0,2.0,93,No,Negative,0,0.0,2024-08-12,33.0,Cold,632
LEAD_0873,Referral,West,Education,Enterprise,Priya,15.0,0.0,98,No,Positive,0,0.0,2024-09-02,30.0,Cold,611
LEAD_0874,Email Campaign,Central,Finance,Medium,Rahul,12.0,14.0,79,No,Negative,1,138622.21,2024-07-04,45.0,Warm,671
LEAD_0875,Email Campaign,West,Technology,Large,Priya,0.0,6.0,40,Yes,Positive,0,0.0,2025-04-03,9.0,Warm,398
LEAD_0876,Email Campaign,East,Retail,Enterprise,Sneha,12.0,23.0,96,No,Negative,0,0.0,2024-09-21,58.5,Cold,592
LEAD_0877,Email Campaign,North,Retail,Small,Amit,12.0,29.0,145,Yes,Positive,0,0.0,2026-04-24,67.5,Cold,12
LEAD_0878,Website,Central,Retail,Large,Neha,1.0,20.0,99,No,No Response,1,143779.05,2025-07-03,32.0,Cold,307
LEAD_0879,Referral,North,Healthcare,Small,Neha,20.0,4.0,67,No,No Response,0,0.0,2026-02-08,46.0,Warm,87
LEAD_0880,Cold Call,Central,Education,Medium,Amit,3.0,24.0,24,No,Negative,0,0.0,2024-06-21,42.0,Hot,684
LEAD_0881,LinkedIn,Central,Finance,Enterprise,Priya,13.0,8.0,178,No,No Response,1,146251.11,2024-12-09,38.0,Cold,513
LEAD_0882,Referral,Central,Healthcare,Enterprise,Neha,2.0,3.0,163,No,Positive,1,100480.48,2024-07-10,8.5,Cold,665
LEAD_0883,Cold Call,West,Healthcare,Small,Priya,15.0,0.0,25,Yes,No Response,0,0.0,2024-11-05,30.0,Hot,547
LEAD_0884,Referral,East,Retail,Medium,Priya,11.0,5.0,35,Yes,Negative,0,0.0,2025-05-05,29.5,Warm,366
LEAD_0885,LinkedIn,West,Education,Medium,Priya,6.0,1.0,47,Yes,Negative,0,0.0,2024-10-17,13.5,Warm,566
LEAD_0886,Referral,Central,Technology,Medium,Amit,9.0,2.0,97,Yes,Negative,1,131384.25,2024-08-19,21.0,Cold,625
LEAD_0887,LinkedIn,Central,Finance,Enterprise,Sneha,3.0,0.0,16,No,Positive,0,0.0,2026-03-27,6.0,Hot,40
LEAD_0888,LinkedIn,North,Finance,Small,Sneha,19.0,16.0,69,No,Negative,1,119435.04,2024-10-21,62.0,Warm,562
LEAD_0889,Website,East,Healthcare,Large,Priya,11.0,21.0,103,No,No Response,1,92633.87,2025-09-18,53.5,Cold,230
LEAD_0890,Website,East,Technology,Small,Sneha,12.0,23.0,36,Yes,No Response,0,0.0,2026-04-26,58.5,Warm,10
LEAD_0891,Email Campaign,East,Finance,Large,Sneha,19.0,21.0,169,No,No Response,0,0.0,2026-01-20,69.5,Cold,106
LEAD_0892,Cold Call,North,Healthcare,Small,Neha,11.0,27.0,12,No,No Response,0,0.0,2025-07-30,62.5,Hot,280
LEAD_0893,Email Campaign,West,Retail,Small,Rahul,13.0,30.0,122,Yes,No Response,0,0.0,2024-10-21,71.0,Cold,562
LEAD_0894,Email Campaign,South,Finance,Small,Priya,15.0,25.0,23,No,No Response,0,0.0,2024-10-28,67.5,Hot,555
LEAD_0895,Referral,South,Retail,Small,Sneha,17.0,7.0,63,Yes,No Response,1,148146.84,2025-12-15,44.5,Warm,142
LEAD_0896,LinkedIn,North,Retail,Small,Priya,0.0,28.0,99,No,Positive,1,100663.04,2025-12-28,42.0,Cold,129
LEAD_0897,LinkedIn,South,Education,Enterprise,Amit,10.0,27.0,58,Yes,No Response,1,101560.24,2025-12-10,60.5,Warm,147
LEAD_0898,Referral,Central,Retail,Medium,Priya,8.0,3.0,75,Yes,Positive,0,0.0,2026-02-14,20.5,Warm,81
LEAD_0899,Email Campaign,South,Technology,Large,Priya,10.0,30.0,98,Yes,Negative,0,0.0,2024-07-31,65.0,Cold,644
LEAD_0900,Email Campaign,South,Retail,Enterprise,Rahul,11.0,25.0,174,Yes,No Response,0,0.0,2025-10-30,59.5,Cold,188
LEAD_0901,LinkedIn,West,Technology,Enterprise,Rahul,4.0,26.0,76,Yes,Negative,1,90662.52,2024-12-30,47.0,Warm,492
LEAD_0902,Website,South,Technology,Large,Rahul,16.0,22.0,32,No,No Response,1,26376.68,2026-01-09,65.0,Warm,117
LEAD_0903,Cold Call,West,Healthcare,Enterprise,Amit,10.0,4.0,54,Yes,No Response,0,0.0,2025-06-25,26.0,Warm,315
LEAD_0904,Cold Call,West,Retail,Large,Neha,5.0,0.0,141,No,Negative,1,138857.89,2025-10-30,10.0,Cold,188
LEAD_0905,Referral,East,Retail,Enterprise,Amit,16.0,23.0,73,No,No Response,0,0.0,2025-08-18,66.5,Warm,261
LEAD_0906,Email Campaign,West,Technology,Medium,Rahul,18.0,27.0,14,No,Negative,1,106660.76,2025-03-24,76.5,Hot,408
LEAD_0907,Referral,West,Healthcare,Medium,Priya,6.0,25.0,51,Yes,Negative,1,88687.82,2024-06-12,49.5,Warm,693
LEAD_0908,Cold Call,West,Retail,Medium,Amit,3.0,11.0,122,Yes,Positive,1,88473.9,2024-12-19,22.5,Cold,503
LEAD_0909,Email Campaign,East,Education,Enterprise,Priya,20.0,23.0,104,Yes,Positive,0,0.0,2026-05-01,74.5,Cold,5
LEAD_0910,Referral,West,Healthcare,Medium,Neha,12.0,24.0,178,Yes,Negative,0,0.0,2025-09-11,60.0,Cold,237
LEAD_0911,Website,West,Healthcare,Small,Amit,3.0,2.0,32,No,No Response,1,99295.09,2024-08-29,9.0,Warm,615
LEAD_0912,LinkedIn,Central,Education,Enterprise,Rahul,3.0,25.0,152,Yes,Negative,1,78913.53,2025-10-11,43.5,Cold,207
LEAD_0913,Referral,East,Education,Medium,Amit,10.0,2.0,138,Yes,Negative,0,0.0,2026-01-19,23.0,Cold,107
LEAD_0914,Email Campaign,Central,Education,Enterprise,Amit,16.0,26.0,150,Yes,Positive,1,7863.23,2026-05-02,71.0,Cold,4
LEAD_0915,Cold Call,Central,Finance,Small,Vikram,14.0,25.0,81,Yes,Positive,1,135152.33,2025-02-19,65.5,Warm,441
LEAD_0916,Cold Call,South,Technology,Large,Amit,2.0,3.0,130,No,Negative,0,0.0,2025-12-02,8.5,Cold,155
LEAD_0917,LinkedIn,South,Healthcare,Small,Vikram,9.0,21.0,137,No,Positive,1,29882.46,2025-07-25,49.5,Cold,285
LEAD_0918,Website,Central,Healthcare,Medium,Neha,3.0,21.0,12,Yes,Positive,0,0.0,2025-07-09,37.5,Hot,301
LEAD_0919,Website,South,Finance,Medium,Vikram,11.0,8.0,33,No,Positive,0,0.0,2024-12-03,34.0,Warm,519
LEAD_0920,Website,West,Finance,Enterprise,Sneha,2.0,30.0,66,No,No Response,0,0.0,2025-08-25,49.0,Warm,254
LEAD_0921,Cold Call,North,Healthcare,Medium,Neha,11.0,18.0,169,Yes,Negative,0,0.0,2026-05-01,49.0,Cold,5
LEAD_0922,Referral,West,Technology,Medium,Amit,0.0,3.0,137,Yes,No Response,1,50872.25,2024-06-11,4.5,Cold,694
LEAD_0923,LinkedIn,East,Technology,Large,Rahul,8.0,4.0,58,No,Positive,0,0.0,2024-05-28,22.0,Warm,708
LEAD_0924,Cold Call,West,Technology,Small,Priya,16.0,23.0,79,No,Positive,0,0.0,2025-11-01,66.5,Warm,186
LEAD_0925,Email Campaign,East,Education,Large,Vikram,3.0,28.0,13,Yes,Negative,0,0.0,2025-08-04,48.0,Hot,275
LEAD_0926,Website,Central,Education,Enterprise,Sneha,18.0,4.0,67,Yes,No Response,1,61486.68,2025-12-16,42.0,Warm,141
LEAD_0927,Cold Call,South,Finance,Enterprise,Vikram,8.0,1.0,164,No,No Response,0,0.0,2024-10-14,17.5,Cold,569
LEAD_0928,Referral,West,Finance,Enterprise,Rahul,14.0,16.0,74,No,Negative,1,103341.21,2025-01-17,52.0,Warm,474
LEAD_0929,Cold Call,East,Technology,Large,Sneha,10.0,27.0,24,Yes,Positive,0,0.0,2025-03-16,60.5,Hot,416
LEAD_0930,Cold Call,Central,Technology,Small,Neha,9.0,17.0,127,Yes,Negative,1,142005.71,2024-07-07,43.5,Cold,668
LEAD_0931,Cold Call,West,Retail,Small,Sneha,0.0,19.0,49,Yes,No Response,1,140204.01,2024-07-14,28.5,Warm,661
LEAD_0932,Email Campaign,East,Finance,Small,Vikram,14.0,30.0,44,Yes,Positive,0,0.0,2026-02-14,73.0,Warm,81
LEAD_0933,Cold Call,Central,Healthcare,Small,Sneha,15.0,12.0,44,No,Positive,0,0.0,2024-06-16,48.0,Warm,689
LEAD_0934,Cold Call,Central,Technology,Large,Rahul,15.0,9.0,68,Yes,Positive,0,0.0,2026-01-04,43.5,Warm,122
LEAD_0935,Cold Call,East,Education,Small,Sneha,19.0,27.0,125,Yes,Negative,1,87482.08,2024-10-28,78.5,Cold,555
LEAD_0936,Referral,East,Healthcare,Large,Amit,0.0,11.0,48,No,Negative,0,0.0,2025-02-12,16.5,Warm,448
LEAD_0937,Referral,West,Finance,Small,Vikram,16.0,28.0,40,No,Positive,0,0.0,2025-03-05,74.0,Warm,427
LEAD_0938,Website,South,Retail,Enterprise,Rahul,9.0,11.0,110,Yes,No Response,1,6002.02,2025-12-10,34.5,Cold,147
LEAD_0939,Referral,West,Finance,Medium,Rahul,13.0,0.0,92,Yes,Positive,1,20760.77,2025-02-03,26.0,Cold,457
LEAD_0940,LinkedIn,South,Retail,Enterprise,Neha,0.0,28.0,9,Yes,No Response,0,0.0,2024-09-22,42.0,Hot,591
LEAD_0941,Referral,East,Technology,Enterprise,Sneha,17.0,15.0,175,Yes,Negative,0,0.0,2025-11-21,56.5,Cold,166
LEAD_0942,Referral,Central,Retail,Medium,Amit,3.0,25.0,6,Yes,Positive,1,118148.94,2024-07-27,43.5,Hot,648
LEAD_0943,LinkedIn,South,Technology,Large,Sneha,19.0,23.0,3,No,Negative,0,0.0,2024-12-28,72.5,Hot,494
LEAD_0944,Referral,North,Retail,Medium,Vikram,4.0,23.0,131,Yes,Positive,0,0.0,2025-03-18,42.5,Cold,414
LEAD_0945,LinkedIn,East,Finance,Enterprise,Priya,0.0,22.0,27,Yes,Positive,0,0.0,2025-03-30,33.0,Hot,402
LEAD_0946,Cold Call,South,Technology,Medium,Sneha,1.0,8.0,50,Yes,Negative,1,90723.45,2024-10-12,14.0,Warm,571
LEAD_0947,Cold Call,North,Technology,Enterprise,Sneha,16.0,9.0,180,Yes,Positive,0,0.0,2024-06-24,45.5,Cold,681
LEAD_0948,Referral,North,Education,Enterprise,Neha,1.0,9.0,29,No,Negative,0,0.0,2024-06-06,15.5,Hot,699
LEAD_0949,Website,West,Finance,Large,Amit,5.0,1.0,1,Yes,No Response,0,0.0,2025-12-10,11.5,Hot,147
LEAD_0950,Referral,East,Education,Small,Sneha,5.0,8.0,126,No,Negative,1,35736.74,2024-08-23,22.0,Cold,621
LEAD_0951,LinkedIn,North,Education,Medium,Rahul,11.0,23.0,93,No,Positive,0,0.0,2025-01-02,56.5,Cold,489
LEAD_0952,Referral,North,Technology,Medium,Neha,19.0,3.0,11,Yes,Positive,1,35454.83,2025-07-11,42.5,Hot,299
LEAD_0953,LinkedIn,Central,Education,Large,Rahul,15.0,24.0,52,Yes,Positive,1,139197.59,2025-03-26,66.0,Warm,406
LEAD_0954,Referral,Central,Healthcare,Large,Rahul,14.0,20.0,31,No,Positive,0,0.0,2024-06-05,58.0,Warm,700
LEAD_0955,Email Campaign,Central,Technology,Medium,Vikram,8.0,22.0,34,No,Positive,0,0.0,2025-10-08,49.0,Warm,210
LEAD_0956,Cold Call,West,Retail,Small,Priya,14.0,24.0,131,No,No Response,1,13815.04,2025-11-15,64.0,Cold,172
LEAD_0957,Website,South,Finance,Small,Priya,18.0,6.0,152,Yes,No Response,1,63123.1,2024-07-25,45.0,Cold,650
LEAD_0958,Email Campaign,East,Healthcare,Medium,Rahul,8.0,17.0,31,Yes,Positive,0,0.0,2026-01-04,41.5,Warm,122
LEAD_0959,Cold Call,East,Technology,Medium,Rahul,4.0,8.0,14,Yes,No Response,0,0.0,2025-11-23,20.0,Hot,164
LEAD_0960,LinkedIn,East,Education,Large,Rahul,2.0,30.0,141,No,No Response,0,0.0,2024-12-14,49.0,Cold,508
LEAD_0961,Email Campaign,East,Healthcare,Small,Neha,0.0,26.0,92,Yes,No Response,0,0.0,2024-10-19,39.0,Cold,564
LEAD_0962,LinkedIn,Central,Education,Small,Neha,12.0,30.0,168,No,No Response,1,30626.61,2026-02-20,69.0,Cold,75
LEAD_0963,Email Campaign,South,Retail,Medium,Rahul,8.0,6.0,149,No,Positive,0,0.0,2025-11-09,25.0,Cold,178
LEAD_0964,Referral,East,Finance,Enterprise,Amit,15.0,5.0,118,Yes,Positive,0,0.0,2024-06-16,37.5,Cold,689
LEAD_0965,Referral,South,Healthcare,Small,Rahul,5.0,28.0,46,No,No Response,0,0.0,2026-01-07,52.0,Warm,119
LEAD_0966,LinkedIn,South,Technology,Enterprise,Priya,14.0,29.0,166,No,Positive,0,0.0,2024-08-17,71.5,Cold,627
LEAD_0967,LinkedIn,Central,Technology,Enterprise,Sneha,0.0,3.0,4,Yes,Positive,1,24907.24,2025-02-16,4.5,Hot,444
LEAD_0968,LinkedIn,East,Finance,Small,Amit,3.0,17.0,87,Yes,Positive,0,0.0,2025-02-04,31.5,Warm,456
LEAD_0969,Email Campaign,West,Finance,Large,Rahul,15.0,4.0,63,Yes,No Response,0,0.0,2024-12-04,36.0,Warm,518
LEAD_0970,LinkedIn,North,Technology,Small,Vikram,9.0,3.0,131,No,Positive,1,95985.45,2026-04-16,22.5,Cold,20
LEAD_0971,Cold Call,North,Finance,Enterprise,Sneha,4.0,11.0,168,No,Positive,0,0.0,2024-05-10,24.5,Cold,726
LEAD_0972,LinkedIn,West,Finance,Small,Priya,3.0,0.0,73,No,Positive,1,104240.53,2024-06-11,6.0,Warm,694
LEAD_0973,LinkedIn,East,Technology,Small,Vikram,4.0,5.0,110,No,No Response,0,0.0,2026-04-06,15.5,Cold,30
LEAD_0974,Referral,South,Healthcare,Large,Rahul,3.0,8.0,128,No,Negative,0,0.0,2024-06-15,18.0,Cold,690
LEAD_0975,LinkedIn,North,Finance,Medium,Rahul,4.0,12.0,115,No,Positive,1,108139.47,2025-08-06,26.0,Cold,273
LEAD_0976,Referral,East,Finance,Small,Rahul,4.0,5.0,99,No,No Response,0,0.0,2025-02-28,15.5,Cold,432
LEAD_0977,Referral,West,Education,Large,Priya,20.0,29.0,63,No,Negative,0,0.0,2024-08-04,83.5,Warm,640
LEAD_0978,Email Campaign,Central,Retail,Medium,Sneha,2.0,18.0,108,Yes,No Response,0,0.0,2025-05-21,31.0,Cold,350
LEAD_0979,Website,North,Finance,Small,Rahul,17.0,15.0,35,Yes,Positive,0,0.0,2024-06-09,56.5,Warm,696
LEAD_0980,Cold Call,East,Retail,Medium,Vikram,13.0,7.0,54,Yes,Positive,1,57324.49,2025-06-25,36.5,Warm,315
LEAD_0981,Cold Call,West,Technology,Enterprise,Rahul,1.0,22.0,28,Yes,Negative,1,21999.19,2024-08-09,35.0,Hot,635
LEAD_0982,LinkedIn,South,Healthcare,Medium,Amit,7.0,2.0,4,No,Positive,1,131219.16,2024-10-07,17.0,Hot,576
LEAD_0983,Cold Call,Central,Healthcare,Enterprise,Sneha,0.0,14.0,166,Yes,Negative,1,73115.89,2025-03-15,21.0,Cold,417
LEAD_0984,LinkedIn,North,Education,Medium,Vikram,5.0,0.0,102,No,No Response,0,0.0,2025-02-22,10.0,Cold,438
LEAD_0985,Website,Central,Education,Large,Neha,7.0,13.0,41,No,Positive,1,70872.99,2025-10-20,33.5,Warm,198
LEAD_0986,Cold Call,South,Retail,Small,Priya,12.0,5.0,144,Yes,No Response,0,0.0,2025-04-18,31.5,Cold,383
LEAD_0987,Website,West,Retail,Medium,Amit,11.0,20.0,109,Yes,Negative,0,0.0,2025-08-21,52.0,Cold,258
LEAD_0988,LinkedIn,East,Education,Large,Amit,7.0,9.0,42,Yes,Positive,0,0.0,2026-02-01,27.5,Warm,94
LEAD_0989,LinkedIn,East,Finance,Medium,Neha,1.0,7.0,69,Yes,No Response,0,0.0,2025-10-06,12.5,Warm,212
LEAD_0990,Email Campaign,West,Technology,Small,Rahul,2.0,30.0,80,Yes,Negative,0,0.0,2024-05-18,49.0,Warm,718
LEAD_0991,Email Campaign,South,Healthcare,Enterprise,Neha,11.0,4.0,180,Yes,Negative,1,144017.16,2025-01-22,28.0,Cold,469
LEAD_0992,Email Campaign,North,Education,Medium,Amit,18.0,25.0,98,No,No Response,0,0.0,2025-09-18,73.5,Cold,230
LEAD_0993,Cold Call,South,Retail,Small,Neha,2.0,30.0,60,Yes,No Response,1,10424.2,2025-08-22,49.0,Warm,257
LEAD_0994,Cold Call,Central,Education,Large,Sneha,4.0,10.0,75,No,No Response,1,116479.73,2024-12-11,23.0,Warm,511
LEAD_0995,Referral,South,Finance,Small,Priya,18.0,20.0,128,Yes,Positive,1,67480.71,2025-07-22,66.0,Cold,288
LEAD_0996,Website,Central,Technology,Enterprise,Amit,14.0,10.0,44,No,Positive,0,0.0,2026-03-08,43.0,Warm,59
LEAD_0997,Email Campaign,East,Healthcare,Small,Amit,5.0,22.0,118,No,Negative,0,0.0,2024-05-10,43.0,Cold,726
LEAD_0998,Referral,South,Technology,Enterprise,Amit,11.0,27.0,74,No,Negative,1,115656.22,2025-12-02,62.5,Warm,155
LEAD_0999,Cold Call,West,Healthcare,Large,Rahul,2.0,21.0,106,No,Negative,1,137985.32,2025-03-13,35.5,Cold,419
LEAD_1000,LinkedIn,Central,Technology,Medium,Neha,17.0,0.0,40,Yes,Negative,1,148730.98,2024-09-18,34.0,Warm,595
